original_smiles,reaction_type,isostere_smiles,MolWt_original,MolWt_isostere,delta_MolWt,LogP_original,LogP_isostere,delta_LogP,TPSA_original,TPSA_isostere,delta_TPSA,HBD_original,HBD_isostere,delta_HBD,HBA_original,HBA_isostere,delta_HBA,RotBonds_original,RotBonds_isostere,delta_RotBonds,RingCount_original,RingCount_isostere,delta_RingCount,FractionCSP3_original,FractionCSP3_isostere,delta_FractionCSP3,Ro5_violations_original,Ro5_violations_isostere,delta_Ro5_violations
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Aromatic_H_to_F,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3nc(N)sc3F)[C@H]2SC1,427.4640000000001,445.4540000000001,17.99000000000001,-0.539199999999999,-0.400099999999999,0.1391,156.44,156.44000000000003,2.842170943040401e-14,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,OH_to_NH2,COCC1=C(C(N)=O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,426.4800000000002,-0.9839999999999236,-0.539199999999999,-1.138499999999997,-0.599299999999998,156.44,162.23000000000002,5.7900000000000205,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,NH2_to_OH,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(O)n3)[C@H]2SC1,427.4640000000001,428.4480000000001,0.9839999999999804,-0.539199999999999,-0.41580000000000017,0.12339999999999884,156.44,150.64999999999998,-5.7900000000000205,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,OH_to_SH,COCC1=C(C(=O)S)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,443.5320000000002,16.068000000000097,-0.539199999999999,-0.16739999999999933,0.3717999999999997,156.44,136.21,-20.22999999999999,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,OH_to_F,COCC1=C(C(=O)F)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,429.45500000000015,1.9910000000000423,-0.539199999999999,-0.12769999999999943,0.4114999999999996,156.44,136.21,-20.22999999999999,3.0,2.0,-1.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,COOH_to_CONH2,COCC1=C(C(N)=O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,426.4800000000002,-0.9839999999999236,-0.539199999999999,-1.138499999999997,-0.599299999999998,156.44,162.23000000000002,5.7900000000000205,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Amide_to_Ester,COCC1=C(C(=O)O)N2C(=O)[C@@H](OC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,428.4480000000001,0.9839999999999804,-0.539199999999999,-0.11219999999999913,0.4269999999999999,156.44,153.64000000000004,-2.7999999999999545,3.0,2.0,-1.0,10.0,11.0,1.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,1.0,1.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Amide_to_Thioamide,COCC1=C(C(=O)O)N2C(=S)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,443.53200000000015,16.06800000000004,-0.539199999999999,0.26160000000000083,0.8007999999999998,156.44,139.37,-17.069999999999993,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Amide_to_Thioamide,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=S)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,443.53200000000015,16.06800000000004,-0.539199999999999,0.26160000000000083,0.8007999999999998,156.44,139.37,-17.069999999999993,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Ketone_to_Alcohol,COCC1=C(C(O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,429.48000000000013,2.0160000000000196,-0.539199999999999,-1.3130999999999975,-0.7738999999999985,156.44,159.60000000000002,3.160000000000025,3.0,4.0,1.0,10.0,11.0,1.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4666666666666667,0.06666666666666665,0.0,1.0,1.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Ketone_to_Alcohol,COCC1=C(C(=O)O)N2C(O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,429.4800000000002,2.0160000000000764,-0.539199999999999,-0.7473999999999987,-0.20819999999999972,156.44,159.60000000000002,3.160000000000025,3.0,4.0,1.0,10.0,11.0,1.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4666666666666667,0.06666666666666665,0.0,1.0,1.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Ketone_to_Alcohol,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,429.4800000000002,2.0160000000000764,-0.539199999999999,-0.7473999999999983,-0.20819999999999927,156.44,159.60000000000002,3.160000000000025,3.0,4.0,1.0,10.0,11.0,1.0,7.0,8.0,1.0,3.0,3.0,0.0,0.4,0.4666666666666667,0.06666666666666665,0.0,1.0,1.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Methyl_to_Chloro,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCl)c3csc(N)n3)[C@H]2SC1,427.4640000000001,447.8820000000001,20.418000000000006,-0.539199999999999,-0.01519999999999938,0.5239999999999996,156.44,156.44,0.0,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.35714285714285715,-0.04285714285714287,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Methyl_to_Chloro,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COCl)CS[C@H]12)c1csc(N)n1,427.4640000000001,447.8820000000001,20.418000000000006,-0.539199999999999,-0.015199999999999325,0.5239999999999997,156.44,156.44,0.0,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.35714285714285715,-0.04285714285714287,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Ether_to_Thioether,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSC)CS[C@H]12)c1csc(N)n1,427.4640000000001,443.5320000000001,16.067999999999984,-0.539199999999999,0.17740000000000078,0.7165999999999998,156.44,147.20999999999998,-9.230000000000018,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Thioether_to_Ether,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2OC1,427.4640000000001,411.39600000000013,-16.067999999999984,-0.539199999999999,-1.2557999999999987,-0.7165999999999997,156.44,165.67,9.22999999999999,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Ether_to_Amine,CNCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,426.48000000000013,-0.9839999999999804,-0.539199999999999,-0.9661999999999982,-0.42699999999999916,156.44,159.24,2.8000000000000114,3.0,4.0,1.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Amine_to_Ether,COCC1=C(C(=O)O)N2C(=O)[C@@H](OC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,427.4640000000001,428.4480000000001,0.9839999999999804,-0.539199999999999,-0.11219999999999913,0.4269999999999999,156.44,153.64000000000004,-2.7999999999999545,3.0,2.0,-1.0,10.0,11.0,1.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,1.0,1.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Aromatic_CH_to_N,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3nsc(N)n3)[C@H]2SC1,427.4640000000001,428.4520000000001,0.9879999999999995,-0.539199999999999,-1.1441999999999988,-0.6049999999999998,156.44,169.33000000000004,12.890000000000043,3.0,3.0,0.0,10.0,11.0,1.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.42857142857142855,0.028571428571428525,0.0,1.0,1.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Aromatic_N_to_CH,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)c3)[C@H]2SC1,427.4640000000001,426.4760000000001,-0.9879999999999995,-0.539199999999999,0.0658000000000008,0.6049999999999998,156.44,143.55,-12.889999999999986,3.0,3.0,0.0,10.0,9.0,-1.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.375,-0.025000000000000022,0.0,0.0,0.0
COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,Aromatic_S_to_O,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3coc(N)n3)[C@H]2SC1,427.4640000000001,411.39600000000013,-16.067999999999984,-0.539199999999999,-1.0076999999999983,-0.46849999999999925,156.44,169.58000000000004,13.140000000000043,3.0,3.0,0.0,10.0,10.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Aromatic_H_to_F,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3cccc(F)c3)[C@H]2SC1,405.43200000000013,423.42200000000014,17.99000000000001,-0.01189999999999758,0.12720000000000153,0.1390999999999991,139.03,139.03,0.0,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Aromatic_H_to_F,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3F)[C@H]2SC1,405.43200000000013,423.42200000000014,17.99000000000001,-0.01189999999999758,0.12720000000000153,0.1390999999999991,139.03,139.03,0.0,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Aromatic_H_to_F,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(F)cc3)[C@H]2SC1,405.43200000000013,423.42200000000014,17.99000000000001,-0.01189999999999758,0.12720000000000153,0.1390999999999991,139.03,139.03,0.0,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,OH_to_NH2,CC(=O)OCC1=C(C(N)=O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,404.44800000000015,-0.9839999999999804,-0.01189999999999758,-0.6111999999999975,-0.5992999999999999,139.03,144.82,5.789999999999992,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,NH2_to_OH,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,405.43200000000013,406.4160000000001,0.9839999999999804,-0.01189999999999758,0.021700000000001163,0.03359999999999874,139.03,133.23999999999998,-5.7900000000000205,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,OH_to_SH,CC(=O)OCC1=C(C(=O)S)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,421.50000000000017,16.06800000000004,-0.01189999999999758,0.3599000000000012,0.3717999999999988,139.03,118.8,-20.230000000000004,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,OH_to_F,CC(=O)OCC1=C(C(=O)F)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,407.4230000000001,1.9909999999999854,-0.01189999999999758,0.3996000000000006,0.4114999999999982,139.03,118.8,-20.230000000000004,3.0,2.0,-1.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,COOH_to_CONH2,CC(=O)OCC1=C(C(N)=O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,404.44800000000015,-0.9839999999999804,-0.01189999999999758,-0.6111999999999975,-0.5992999999999999,139.03,144.82,5.789999999999992,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Ester_to_Amide,CC(=O)NCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,404.44800000000015,-0.9839999999999804,-0.01189999999999758,-0.43889999999999785,-0.42700000000000027,139.03,141.83,2.8000000000000114,3.0,4.0,1.0,7.0,6.0,-1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Amide_to_Ester,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](OC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,406.4160000000001,0.9839999999999804,-0.01189999999999758,0.41510000000000113,0.4269999999999987,139.03,136.23000000000002,-2.799999999999983,3.0,2.0,-1.0,7.0,8.0,1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Amide_to_Thioamide,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=S)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,421.50000000000017,16.06800000000004,-0.01189999999999758,0.7889000000000012,0.8007999999999987,139.03,121.96,-17.070000000000007,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Amide_to_Thioamide,CC(=O)OCC1=C(C(=O)O)N2C(=S)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,421.50000000000017,16.06800000000004,-0.01189999999999758,0.7889000000000012,0.8007999999999987,139.03,121.96,-17.070000000000007,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Ketone_to_Alcohol,CC(=O)OCC1=C(C(O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,407.44800000000015,2.0160000000000196,-0.01189999999999758,-0.7857999999999974,-0.7738999999999998,139.03,142.19,3.1599999999999966,3.0,4.0,1.0,7.0,8.0,1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3888888888888889,0.05555555555555558,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Ketone_to_Alcohol,CC(=O)OCC1=C(C(=O)O)N2C(O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,407.44800000000015,2.0160000000000196,-0.01189999999999758,-0.22009999999999774,-0.20820000000000016,139.03,142.19000000000003,3.160000000000025,3.0,4.0,1.0,7.0,8.0,1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3888888888888889,0.05555555555555558,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Ketone_to_Alcohol,CC(O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,407.44800000000015,2.0160000000000196,-0.01189999999999758,-0.22009999999999819,-0.2082000000000006,139.03,142.19,3.1599999999999966,3.0,4.0,1.0,7.0,7.0,0.0,6.0,7.0,1.0,3.0,3.0,0.0,0.3333333333333333,0.3888888888888889,0.05555555555555558,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Ketone_to_Alcohol,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,407.44800000000015,2.0160000000000196,-0.01189999999999758,-0.22009999999999796,-0.20820000000000038,139.03,142.19,3.1599999999999966,3.0,4.0,1.0,7.0,8.0,1.0,6.0,7.0,1.0,3.0,3.0,0.0,0.3333333333333333,0.3888888888888889,0.05555555555555558,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Methyl_to_Chloro,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(=O)Cl)CS[C@H]12)c1ccccc1,405.43200000000013,425.8500000000001,20.41799999999995,-0.01189999999999758,0.8004,0.8122999999999976,139.03,139.03,0.0,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.29411764705882354,-0.039215686274509776,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Ether_to_Thioether,CC(=O)SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,421.50000000000017,16.06800000000004,-0.01189999999999758,0.7047000000000011,0.7165999999999987,139.03,129.8,-9.22999999999999,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Thioether_to_Ether,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2OC1,405.43200000000013,389.36400000000015,-16.067999999999984,-0.01189999999999758,-0.7284999999999977,-0.7166000000000001,139.03,148.26,9.22999999999999,3.0,3.0,0.0,7.0,7.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Ether_to_Amine,CC(=O)NCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,404.44800000000015,-0.9839999999999804,-0.01189999999999758,-0.43889999999999785,-0.42700000000000027,139.03,141.83,2.8000000000000114,3.0,4.0,1.0,7.0,6.0,-1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Amine_to_Ether,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](OC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.43200000000013,406.4160000000001,0.9839999999999804,-0.01189999999999758,0.41510000000000113,0.4269999999999987,139.03,136.23000000000002,-2.799999999999983,3.0,2.0,-1.0,7.0,8.0,1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Aromatic_CH_to_N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccn3)[C@H]2SC1,405.43200000000013,406.42000000000013,0.9879999999999995,-0.01189999999999758,-0.6168999999999976,-0.605,139.03,151.92000000000002,12.890000000000015,3.0,3.0,0.0,7.0,8.0,1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.35294117647058826,0.019607843137254943,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Aromatic_CH_to_N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3cccnc3)[C@H]2SC1,405.43200000000013,406.42000000000013,0.9879999999999995,-0.01189999999999758,-0.6168999999999976,-0.605,139.03,151.92000000000002,12.890000000000015,3.0,3.0,0.0,7.0,8.0,1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.35294117647058826,0.019607843137254943,0.0,0.0,0.0
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,Aromatic_CH_to_N,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccncc3)[C@H]2SC1,405.43200000000013,406.42000000000013,0.9879999999999995,-0.01189999999999758,-0.6168999999999976,-0.605,139.03,151.92000000000002,12.890000000000015,3.0,3.0,0.0,7.0,8.0,1.0,6.0,6.0,0.0,3.0,3.0,0.0,0.3333333333333333,0.35294117647058826,0.019607843137254943,0.0,0.0,0.0
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,Aromatic_H_to_F,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1nc(N)sc1F,455.47400000000016,473.46400000000017,17.99000000000001,-0.6224999999999987,-0.48339999999999866,0.13910000000000006,173.51,173.51000000000002,2.842170943040401e-14,3.0,3.0,0.0,11.0,11.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.375,0.375,0.0,1.0,1.0,0.0
CON=C(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,OH_to_NH2,CON=C(C(=O)N[C@@H]1C(=O)N2C(C(N)=O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,455.47400000000016,454.4900000000001,-0.9840000000000373,-0.6224999999999987,-1.221799999999997,-0.5992999999999984,173.51,179.3,5.7900000000000205,3.0,3.0,0.0,11.0,11.0,0.0,7.0,7.0,0.0,3.0,3.0,0.0,0.375,0.375,0.0,1.0,1.0,0.0
